,location,total_sqft,bath,price,bhk
7284,other,800.0,2.0,52.0,3
7285,Hormavu,750.0,2.0,58.0,2
7286,Kasavanhalli,1200.0,2.0,60.0,2
7287,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
7288,Begur Road,1200.0,2.0,44.4,2
7289,other,2000.0,4.0,135.0,4
7290,other,2750.0,3.0,260.0,3
7291,other,2400.0,4.0,480.0,4
7292,Yelahanka,1650.0,3.0,105.0,3
7293,1st Block Jayanagar,1235.0,2.0,148.0,2
7294,Yelahanka,1200.0,2.0,55.0,2
7295,other,900.0,5.0,100.0,6
7296,Kengeri Satellite Town,985.0,2.0,42.0,2
7297,Ramagondanahalli,1475.0,2.0,63.0,3
7298,Hebbal,3450.0,5.0,348.0,3
7299,Sarjapur  Road,1157.0,2.0,53.99,3
7300,other,900.0,2.0,35.0,2
7301,Gottigere,2500.0,3.0,120.0,4
7302,GM Palaya,1030.0,2.0,60.0,2
7303,other,1000.0,2.0,46.0,2
7304,Sarjapur  Road,3800.0,3.0,325.0,4
7305,Kasavanhalli,4260.0,4.0,333.0,4
7306,Brookefield,1950.0,6.0,175.0,5
7307,Kudlu,1570.0,2.0,65.94,3
7308,Kanakapura,1283.0,2.0,68.0,2
7309,Electronic City Phase II,875.0,2.0,40.0,3
7310,other,1200.0,2.0,52.0,2
7311,HAL 2nd Stage,2700.0,3.0,500.0,3
7312,Konanakunte,2400.0,2.0,180.0,3
7313,Kathriguppe,1250.0,2.0,68.75,3
7314,Old Madras Road,3630.0,6.0,196.0,4
7315,Yelahanka,990.0,2.0,37.62,2
7316,Panathur,1199.0,2.0,85.0,2
7317,other,1280.0,2.0,90.0,2
7318,1st Block Jayanagar,2750.0,4.0,413.0,4
7319,other,1190.0,2.0,55.0,2
7320,Yelachenahalli,1100.0,2.0,60.0,2
7321,other,2075.0,3.0,175.0,3
7322,Harlur,1133.0,2.0,55.0,2
7323,Somasundara Palya,2400.0,3.0,140.0,4
7324,Whitefield,1280.0,2.0,69.0,2
7325,Horamavu Agara,1250.0,3.0,65.0,3
7326,Begur Road,1565.0,2.0,49.3,3
7327,other,1900.0,3.0,65.0,3
7328,Munnekollal,1080.0,2.0,45.0,2
7329,Battarahalli,600.0,1.0,47.0,1
7330,other,1240.0,4.0,180.0,3
7331,HRBR Layout,1335.0,2.0,87.0,3
7332,Vittasandra,1246.0,2.0,67.3,2
7333,JP Nagar,3496.5,2.0,237.5,3
7334,Sarjapur  Road,1385.0,3.0,55.0,3
7335,other,1578.0,3.0,73.9,3
7336,HSR Layout,1140.0,2.0,46.0,2
7337,Sarjapur  Road,1700.0,3.0,79.9,3
7338,other,1050.0,4.0,90.0,4
7339,Vidyaranyapura,1120.0,2.0,70.0,2
7340,Electronic City,435.0,1.0,22.0,1
7341,Magadi Road,1116.0,2.0,51.89,2
7342,Old Madras Road,1480.0,3.0,95.0,3
7343,Hormavu,1000.0,2.0,50.0,2
7344,HSR Layout,1145.0,2.0,46.0,2
7345,Bommasandra,800.0,1.0,32.0,2
7346,Thanisandra,1265.0,2.0,83.0,2
7347,Devanahalli,1700.0,3.0,88.2,3
7348,other,1475.0,2.0,70.0,2
7349,BTM 2nd Stage,1265.0,2.0,55.0,2
7350,Anandapura,1200.0,2.0,58.0,2
7351,1st Phase JP Nagar,2180.0,3.0,210.0,3
7352,Brookefield,1080.0,2.0,50.0,2
7353,Whitefield,2023.0,4.0,130.0,3
7354,other,2400.0,2.0,125.0,2
7355,Kadubeesanahalli,1545.0,2.0,66.0,3
7356,Kalena Agrahara,1804.0,3.0,166.0,3
7357,other,1200.0,2.0,200.0,2
7358,6th Phase JP Nagar,1350.0,2.0,58.0,3
7359,Hoodi,1108.0,2.0,74.23,2
7360,Marathahalli,1730.0,3.0,115.0,3
7361,other,1427.0,2.0,70.0,3
7362,Yelahanka,935.0,2.0,35.53,2
7363,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
7364,Ananth Nagar,960.0,2.0,37.0,2
7365,Thigalarapalya,2215.0,4.0,150.0,3
7366,Electronic City Phase II,1125.0,2.0,32.49,2
7367,Brookefield,1230.0,2.0,55.0,2
7368,Mahadevpura,1438.0,2.0,89.0,2
7369,7th Phase JP Nagar,1080.0,2.0,75.0,2
7370,Hebbal Kempapura,1200.0,3.0,125.0,3
7371,Marathahalli,1200.0,1.0,103.0,2
7372,Uttarahalli,1590.0,3.0,58.0,3
7373,other,1350.0,3.0,68.0,3
7374,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3
7375,Kaggadasapura,1560.0,2.0,72.0,3
7376,Mallasandra,1810.0,3.0,57.0,4
7377,other,2274.24,4.0,160.0,3
7378,Sonnenahalli,1484.0,3.0,74.18,3
7379,Indira Nagar,1650.0,3.0,220.0,3
7380,other,1455.0,2.0,55.0,3
7381,Thanisandra,2280.0,4.0,184.0,3
7382,other,4900.0,5.0,980.0,5
7383,Frazer Town,2079.0,3.0,220.0,3
7384,Bharathi Nagar,1351.0,2.0,74.0,2
7385,Kanakpura Road,1223.0,2.0,42.81,3
7386,KR Puram,1430.0,2.0,61.0,3
7387,Whitefield,3589.0,5.0,400.0,4
7388,Electronic City Phase II,1310.0,2.0,37.83,3
7389,Channasandra,1800.0,4.0,300.0,4
7390,Giri Nagar,1120.0,4.0,175.0,4
7391,Sarjapur  Road,984.0,2.0,55.0,2
7392,Jalahalli,1770.0,3.0,100.0,3
7393,other,900.0,3.0,105.0,2
7394,Ramamurthy Nagar,1350.0,5.0,120.0,5
7395,Bhoganhalli,1447.0,2.0,75.97,2
7396,Margondanahalli,1140.0,2.0,60.0,2
7397,Bommanahalli,1170.0,2.0,34.0,2
7398,Poorna Pragna Layout,1160.0,2.0,46.39,2
7399,Kanakpura Road,1296.0,2.0,89.0,2
7400,other,1570.0,3.0,80.0,3
7401,Nagappa Reddy Layout,1495.0,2.0,65.0,3
7402,Hoodi,1530.0,2.0,67.0,3
7403,Rajaji Nagar,900.0,4.0,140.0,5
7404,Gunjur,1800.0,3.0,70.0,3
7405,Bellandur,1088.0,2.0,48.0,2
7406,Hosa Road,1533.0,3.0,98.18,3
7407,Rachenahalli,1100.0,2.0,68.0,2
7408,Thubarahalli,1540.0,3.0,90.0,3
7409,Hebbal,1244.0,3.0,48.0,2
7410,Hosa Road,1040.0,2.0,68.59,2
7411,other,1034.0,6.0,101.0,6
7412,Begur Road,1260.0,2.0,39.69,2
7413,Uttarahalli,1180.0,2.0,41.3,2
7414,Thigalarapalya,1245.0,2.0,100.0,2
7415,other,1350.0,3.0,75.0,3
7416,other,1464.0,3.0,56.0,3
7417,other,470.0,2.0,10.0,1
7418,Vijayanagar,920.0,2.0,60.0,2
7419,other,2300.0,7.0,160.0,6
7420,Sarjapur,1124.0,2.0,30.35,2
7421,Yelahanka New Town,2095.0,3.0,109.0,4
7422,Begur Road,1100.0,2.0,71.42,2
7423,Vijayanagar,1019.0,2.0,58.0,2
7424,Harlur,1756.0,3.0,128.0,3
7425,Bommasandra,1280.0,3.0,50.0,3
7426,Kenchenahalli,1200.0,3.0,125.0,4
7427,Indira Nagar,1700.0,3.0,150.0,3
7428,Whitefield,2134.0,4.0,118.0,3
7429,Hosa Road,1369.1,2.0,98.0,2
7430,Subramanyapura,600.0,3.0,69.0,3
7431,other,1313.0,4.0,150.0,3
7432,other,2515.0,4.0,155.0,3
7433,Thigalarapalya,2215.0,4.0,154.0,3
7434,Basapura,1440.0,3.0,72.0,3
7435,Hennur Road,1186.0,2.0,55.33,3
7436,Uttarahalli,1350.0,2.0,47.24,3
7437,Hebbal,1800.0,3.0,140.0,3
7438,Kudlu,1600.0,3.0,79.0,3
7439,GM Palaya,1000.0,2.0,35.0,2
7440,Cunningham Road,2275.0,3.0,285.0,3
7441,Banashankari Stage III,1305.0,2.0,59.0,3
7442,Binny Pete,1740.0,3.0,150.0,3
7443,Malleshwaram,900.0,2.0,90.0,2
7444,Benson Town,1567.0,3.0,140.0,2
7445,Kambipura,1082.0,2.0,45.5,3
7446,Nagarbhavi,1050.0,2.0,80.0,2
7447,other,1200.0,2.0,56.0,2
7448,Begur,3500.0,4.0,185.0,3
7449,Dasarahalli,1220.0,2.0,52.0,2
7450,Binny Pete,1970.0,3.0,164.0,3
7451,other,2665.0,3.0,350.0,3
7452,Kanakapura,2130.0,4.0,120.0,4
7453,Harlur,1749.0,3.0,120.0,3
7454,Subramanyapura,1260.0,2.0,108.0,2
7455,6th Phase JP Nagar,1170.0,2.0,120.0,2
7456,other,1670.0,3.0,75.0,3
7457,Hennur Road,2264.0,3.0,168.0,3
7458,other,3500.0,5.0,450.0,4
7459,Begur,1100.0,2.0,55.0,2
7460,Chandapura,674.0,1.0,19.9,2
7461,Koramangala,1320.0,2.0,160.0,2
7462,Vishveshwarya Layout,600.0,4.0,85.0,4
7463,Electronics City Phase 1,1125.0,2.0,65.0,2
7464,Nagavara,1125.0,2.0,44.5,2
7465,other,700.0,2.0,29.0,2
7466,BTM Layout,1300.0,2.0,75.0,3
7467,JP Nagar,1600.0,3.0,83.0,3
7468,Magadi Road,1052.0,2.0,60.0,3
7469,other,1140.0,3.0,145.0,4
7470,Devarachikkanahalli,1130.0,2.0,36.0,2
7471,other,1140.0,3.0,225.0,4
7472,BTM 2nd Stage,2200.0,3.0,220.0,3
7473,Electronic City,1500.0,2.0,63.0,3
7474,Old Madras Road,1350.0,3.0,47.25,3
7475,Gottigere,1230.0,2.0,52.0,3
7476,Haralur Road,1520.0,2.0,85.0,3
7477,Kanakpura Road,525.0,1.0,26.25,1
7478,Hosa Road,1040.0,2.0,61.0,2
7479,other,1300.0,2.0,67.0,3
7480,Old Airport Road,2690.0,4.0,201.0,4
7481,Domlur,780.0,1.0,70.0,1
7482,Panathur,1140.0,2.0,51.2,2
7483,Chandapura,1225.0,3.0,33.08,3
7484,Nagavarapalya,646.0,1.0,25.84,1
7485,Cox Town,1600.0,3.0,150.0,3
7486,Kadugodi,1890.0,4.0,125.0,3
7487,Kadugodi,1050.0,2.0,34.0,2
7488,other,1200.0,4.0,100.0,6
7489,Whitefield,1458.0,2.0,62.0,3
7490,Naganathapura,1200.0,6.0,86.0,5
7491,Green Glen Layout,1970.0,3.0,160.0,3
7492,Whitefield,1808.0,4.0,80.0,3
7493,Balagere,1007.0,2.0,67.0,2
7494,Doddathoguru,1105.0,2.0,50.0,2
7495,Lakshminarayana Pura,1700.0,3.0,150.0,3
7496,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
7497,Chandapura,1080.0,2.0,45.0,2
7498,Kaggalipura,1150.0,2.0,62.0,3
7499,Ramamurthy Nagar,1200.0,2.0,57.9,2
7500,other,1200.0,2.0,54.0,2
7501,Kudlu Gate,1656.0,3.0,75.0,3
7502,other,600.0,4.0,87.0,4
7503,KR Puram,1040.0,2.0,50.0,2
7504,Hosur Road,1085.0,2.0,33.7,2
7505,other,1215.0,2.0,49.75,3
7506,NRI Layout,2150.0,4.0,115.0,4
7507,Hoodi,1100.0,4.0,120.0,4
7508,Panathur,1210.0,2.0,77.0,2
7509,other,1050.0,2.0,55.0,2
7510,other,600.0,3.0,70.0,3
7511,Iblur Village,1920.0,3.0,150.0,3
7512,Uttarahalli,1250.0,2.0,50.0,3
7513,Mysore Road,947.55,2.0,80.0,2
7514,Malleshpalya,1421.0,2.0,90.0,2
7515,other,1050.0,4.0,155.0,6
7516,Old Madras Road,1425.0,2.0,74.31,3
7517,Budigere,1162.0,2.0,58.0,2
7518,Whitefield,905.0,1.0,60.0,1
7519,Sarjapur  Road,914.0,2.0,32.0,2
7520,other,1258.0,2.0,58.0,2
7521,CV Raman Nagar,1100.0,4.0,220.0,4
7522,Hormavu,3500.0,4.0,289.0,4
7523,Poorna Pragna Layout,2400.0,6.0,450.0,7
7524,Ramagondanahalli,4200.0,4.0,800.0,4
7525,Whitefield,1537.0,2.0,70.0,3
7526,Chikkalasandra,1230.0,2.0,53.51,3
7527,other,2400.0,5.0,300.0,6
7528,Malleshwaram,2250.0,3.0,200.0,3
7529,Hosur Road,2000.0,4.0,69.0,4
7530,other,3000.0,4.0,130.0,8
7531,Kumaraswami Layout,2600.0,4.0,325.0,4
7532,Indira Nagar,3200.0,3.0,250.0,4
7533,Anjanapura,950.0,2.0,32.0,2
7534,Marathahalli,4000.0,4.0,200.0,4
7535,Yelahanka,1282.0,2.0,48.72,3
7536,Banashankari Stage III,1304.0,2.0,111.0,2
7537,7th Phase JP Nagar,2100.0,3.0,200.0,3
7538,Jakkur,1220.0,2.0,49.0,3
7539,Budigere,1636.0,3.0,85.0,3
7540,7th Phase JP Nagar,1415.0,3.0,65.0,3
7541,Green Glen Layout,1728.0,3.0,125.0,3
7542,7th Phase JP Nagar,1680.0,3.0,125.0,3
7543,other,1235.0,2.0,140.0,2
7544,Yelachenahalli,900.0,2.0,115.0,4
7545,Yelahanka,3990.0,4.0,260.0,4
7546,Kasavanhalli,1495.0,2.0,83.0,2
7547,Hennur Road,1500.0,5.0,175.0,5
7548,Yeshwanthpur,2501.0,3.0,138.0,3
7549,Kanakpura Road,381.0,1.0,28.0,1
7550,other,3301.8,5.0,570.0,4
7551,Hennur Road,2002.0,3.0,120.0,3
7552,other,3200.0,3.0,260.0,3
7553,Banjara Layout,1200.0,2.0,70.0,2
7554,Sarjapur  Road,1500.0,3.0,235.0,4
7555,Bommasandra,1942.0,3.0,90.0,3
7556,Electronics City Phase 1,1522.5,2.0,60.75,3
7557,Thyagaraja Nagar,660.0,1.0,95.0,1
7558,Banashankari Stage III,1200.0,6.0,170.0,4
7559,other,1450.0,3.0,90.0,3
7560,Electronic City,1039.0,2.0,50.0,2
7561,Old Madras Road,1210.0,2.0,80.0,2
7562,Attibele,995.0,1.0,24.88,2
7563,Yelahanka,1620.0,3.0,90.0,3
7564,Choodasandra,3204.0,4.0,395.0,3
7565,Hebbal Kempapura,3408.0,3.0,260.0,3
7566,Marathahalli,1314.0,2.0,55.0,2
7567,Bisuvanahalli,945.0,2.0,33.0,2
7568,Nehru Nagar,1374.0,3.0,72.0,3
7569,Kanakpura Road,1603.0,3.0,113.0,3
7570,Kengeri,1230.0,2.0,52.0,3
7571,Basavangudi,670.0,1.0,50.0,1
7572,Sarjapur  Road,1864.0,3.0,105.0,4
7573,Hosa Road,2500.0,3.0,100.0,3
7574,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3
7575,Whitefield,1186.0,2.0,55.0,2
7576,KR Puram,1500.0,7.0,382.0,8
7577,Electronic City,770.0,1.0,39.9,2
7578,Varthur,1085.0,2.0,45.0,2
7579,Dairy Circle,3754.0,6.0,480.0,4
7580,Dodsworth Layout,1893.0,3.0,115.0,3
7581,other,600.0,3.0,65.0,4
7582,Kundalahalli,1496.0,2.0,78.0,3
7583,Chandapura,1305.0,3.0,33.28,3
7584,Electronics City Phase 1,1550.0,2.0,82.0,3
7585,Marathahalli,1200.0,2.0,58.17,3
7586,Badavala Nagar,1494.0,2.0,94.55,3
7587,Electronic City Phase II,1286.0,2.0,69.0,2
7588,other,600.0,4.0,100.0,3
7589,Hebbal,1860.0,3.0,95.0,3
7590,Haralur Road,1243.0,2.0,45.0,2
7591,Brookefield,1200.0,2.0,75.0,2
7592,Sarjapur,1044.0,2.0,32.0,2
7593,7th Phase JP Nagar,1040.0,2.0,41.59,2
7594,8th Phase JP Nagar,1125.0,2.0,36.94,2
7595,Cunningham Road,3489.0,3.0,662.0,3
7596,Subramanyapura,1278.0,2.0,59.0,3
7597,other,2400.0,6.0,98.0,6
7598,other,1250.0,2.0,43.0,2
7599,Vijayanagar,2400.0,6.0,125.0,5
7600,KR Puram,4166.0,5.0,560.0,5
7601,Lakshminarayana Pura,1210.0,2.0,75.0,2
7602,8th Phase JP Nagar,1200.0,3.0,110.0,4
7603,Sarjapur  Road,1157.0,2.0,57.84,3
7604,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
7605,Kalena Agrahara,1450.0,3.0,100.0,3
7606,Old Madras Road,1859.0,3.0,121.0,3
7607,Rajaji Nagar,1763.0,3.0,262.0,2
7608,Attibele,900.0,1.0,25.0,2
7609,Ramamurthy Nagar,1305.0,3.0,60.0,3
7610,other,1200.0,2.0,100.0,3
7611,Thanisandra,784.0,1.0,35.285,1
7612,Kasavanhalli,5000.0,2.0,400.0,2
7613,Sarjapur  Road,1150.0,2.0,36.8,2
7614,Whitefield,1806.0,3.0,85.0,3
7615,Kudlu,1027.0,2.0,42.0,2
7616,Uttarahalli,1002.0,2.0,40.08,2
7617,Electronic City Phase II,1220.0,2.0,36.21,3
7618,Whitefield,1109.0,2.0,35.22,2
7619,Uttarahalli,1002.0,2.0,40.08,2
7620,Narayanapura,1308.0,2.0,89.04,2
7621,Hennur Road,1232.0,2.0,69.6,2
7622,Haralur Road,1027.0,2.0,44.0,2
7623,Kalyan nagar,1250.0,2.0,65.0,2
7624,other,900.0,6.0,170.0,6
7625,KR Puram,960.0,4.0,80.0,4
7626,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
7627,Akshaya Nagar,1434.0,3.0,84.0,3
7628,Doddathoguru,925.0,2.0,30.0,2
7629,Jakkur,1858.0,3.0,123.0,3
7630,other,1205.0,2.0,70.0,2
7631,other,1500.0,3.0,90.0,3
7632,other,1200.0,3.0,200.0,3
7633,Mysore Road,1020.0,2.0,48.95,2
7634,Thanisandra,965.0,2.0,56.0,2
7635,7th Phase JP Nagar,1800.0,6.0,270.0,5
7636,other,1200.0,4.0,90.0,6
7637,Battarahalli,1636.0,2.0,82.89,2
7638,Kundalahalli,1724.0,3.0,125.0,3
7639,Whitefield,1216.0,2.0,67.0,2
7640,Yelahanka,654.0,1.0,36.25,1
7641,Chikkabanavar,2460.0,7.0,80.0,4
7642,other,1190.0,2.0,41.0,2
7643,other,1200.0,5.0,180.0,7
7644,Budigere,1636.0,3.0,92.0,3
7645,Hennur Road,1195.0,2.0,73.0,2
7646,Nagavara,2400.0,3.0,251.0,3
7647,other,1250.0,2.0,67.0,2
7648,Whitefield,1452.0,3.0,90.0,3
7649,Thanisandra,1546.0,3.0,95.0,3
7650,Sarjapur  Road,3385.5,6.0,142.0,4
7651,Indira Nagar,1440.0,3.0,275.0,3
7652,Naganathapura,2260.0,3.0,80.0,2
7653,other,2700.0,3.0,90.0,4
7654,Indira Nagar,1475.0,2.0,171.0,2
7655,JP Nagar,3000.0,3.0,150.0,4
7656,other,375.0,1.0,26.0,1
7657,Balagere,1007.0,2.0,66.0,2
7658,other,5422.0,6.0,1900.0,4
7659,Hennur Road,1020.0,2.0,47.0,2
7660,other,1000.0,2.0,150.0,2
7661,other,800.0,3.0,59.5,2
7662,other,1200.0,3.0,95.0,5
7663,Marathahalli,1125.0,2.0,55.0,2
7664,Kudlu Gate,1150.0,9.0,140.0,9
7665,other,909.0,2.0,43.0,3
7666,Whitefield,2850.0,5.0,240.0,4
7667,Dodsworth Layout,1400.0,2.0,85.0,2
7668,Kadugodi,1152.0,2.0,61.0,2
7669,Subramanyapura,958.0,2.0,34.49,2
7670,Whitefield,1150.0,2.0,55.0,2
7671,Old Madras Road,2990.0,5.0,173.0,3
7672,Bellandur,1310.0,2.0,85.0,2
7673,Hosur Road,1590.0,2.0,126.0,3
7674,Green Glen Layout,1645.0,3.0,110.0,3
7675,other,1800.0,2.0,100.0,3
7676,Thanisandra,1795.0,3.0,150.0,3
7677,8th Phase JP Nagar,1100.0,2.0,35.0,2
7678,Thanisandra,777.0,1.0,38.535,1
7679,Kalkere,925.0,2.0,70.0,2
7680,Basavangudi,1542.14,3.0,120.0,3
7681,Konanakunte,3746.0,6.0,375.0,4
7682,Thanisandra,1430.0,2.0,54.0,3
7683,Bommanahalli,1020.0,2.0,55.0,2
7684,other,750.0,2.0,42.0,4
7685,Electronic City Phase II,1140.0,2.0,32.92,2
7686,Anekal,967.0,2.0,45.0,3
7687,Hebbal,2470.0,4.0,203.0,4
7688,other,850.0,1.0,35.5,2
7689,other,1100.0,2.0,32.0,2
7690,Thanisandra,1697.0,3.0,110.0,3
7691,Varthur,1250.0,2.0,47.0,2
7692,Gottigere,1120.0,2.0,50.0,2
7693,NRI Layout,1200.0,4.0,95.0,4
7694,Hennur Road,5100.0,6.0,375.0,5
7695,other,2400.0,3.0,480.0,4
7696,Hebbal,1200.0,2.0,52.0,2
7697,7th Phase JP Nagar,1100.0,2.0,44.0,2
7698,Devarachikkanahalli,1417.0,2.0,76.0,3
7699,Thanisandra,1492.0,3.0,88.0,3
7700,Devanahalli,1498.0,3.0,79.15,3
7701,other,3500.0,2.0,350.0,4
7702,Kundalahalli,1010.0,2.0,48.27,2
7703,Hennur,1255.0,2.0,53.5,2
7704,Channasandra,1050.0,2.0,35.0,2
7705,Hegde Nagar,1847.0,3.0,125.0,3
7706,other,1200.0,2.0,55.0,2
7707,Bellandur,982.0,2.0,37.28,2
7708,Hegde Nagar,2144.6,4.0,145.0,3
7709,Kengeri,750.0,2.0,36.5,2
7710,Electronic City,919.0,2.0,35.0,2
7711,Budigere,1087.0,2.0,54.3,2
7712,other,1480.0,3.0,74.0,3
7713,Tindlu,1180.0,2.0,52.0,2
7714,other,2100.0,4.0,255.0,3
7715,Jigani,1221.0,3.0,65.0,3
7716,Haralur Road,1194.0,2.0,46.0,2
7717,Thanisandra,2072.0,3.0,122.0,3
7718,Whitefield,1600.0,3.0,69.0,3
7719,Sahakara Nagar,2200.0,3.0,98.0,3
7720,Rajaji Nagar,1640.0,3.0,220.0,3
7721,Kaikondrahalli,1253.0,2.0,81.5,2
7722,Hennur Road,1061.0,2.0,54.92,2
7723,Marathahalli,1950.0,3.0,115.0,3
7724,Marathahalli,1250.0,2.0,68.0,2
7725,Hennur Road,1585.0,2.0,80.0,3
7726,Kanakpura Road,1452.0,3.0,60.98,3
7727,Kammasandra,1015.0,2.0,37.0,2
7728,Begur Road,2464.5,6.0,118.0,4
7729,Marathahalli,1125.0,2.0,56.8,2
7730,Electronic City Phase II,1116.0,2.0,40.0,2
7731,other,400.0,1.0,35.0,1
7732,Kasavanhalli,4000.0,4.0,325.0,4
7733,Hebbal,3900.0,4.0,410.0,4
7734,Old Madras Road,1300.0,2.0,100.0,2
7735,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
7736,other,1310.0,2.0,55.0,3
7737,Thigalarapalya,2072.0,4.0,152.0,3
7738,Kaggadasapura,1240.0,2.0,58.58,2
7739,Chamrajpet,1565.0,3.0,98.91,3
7740,Budigere,1820.0,3.0,89.0,3
7741,Gubbalala,2500.0,3.0,88.0,3
7742,KR Puram,3657.0,5.0,310.0,5
7743,Hosa Road,1245.0,2.0,62.0,2
7744,GM Palaya,1315.0,3.0,65.0,3
7745,Kenchenahalli,1410.0,2.0,73.0,3
7746,Dasarahalli,1375.0,2.0,60.0,2
7747,Old Madras Road,1299.0,2.0,95.0,2
7748,other,993.0,2.0,45.5,2
7749,Bommasandra Industrial Area,1200.0,3.0,45.0,2
7750,other,985.0,2.0,156.0,2
7751,other,2400.0,5.0,180.0,4
7752,Hebbal,1255.0,2.0,95.0,3
7753,Hoodi,1655.0,3.0,131.0,3
7754,Whitefield,2830.0,5.0,190.0,4
7755,Sector 1 HSR Layout,6000.0,1.0,276.0,1
7756,Electronic City,550.0,1.0,15.0,2
7757,other,825.0,2.0,40.0,1
7758,Begur Road,1634.0,3.0,111.0,3
7759,Kogilu,1200.0,6.0,105.0,8
7760,Banaswadi,1222.0,2.0,80.0,2
7761,Gottigere,1500.0,3.0,63.0,3
7762,Akshaya Nagar,1890.0,4.0,100.0,3
7763,Hegde Nagar,3750.0,6.0,375.0,4
7764,Hulimavu,850.0,1.0,39.5,2
7765,Whitefield,1295.0,2.0,78.5,2
7766,Sarjapur  Road,1320.0,2.0,100.0,2
7767,ISRO Layout,950.0,3.0,179.0,4
7768,Hebbal,1200.0,4.0,225.0,4
7769,2nd Stage Nagarbhavi,3000.0,3.0,170.0,4
7770,Harlur,1197.0,2.0,82.0,2
7771,other,1320.0,2.0,60.0,3
7772,Billekahalli,1180.0,5.0,98.5,5
7773,Whitefield,840.0,1.0,57.6,1
7774,Whitefield,640.0,1.0,19.83,1
7775,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
7776,Kodihalli,1000.0,2.0,62.0,2
7777,Babusapalaya,1305.0,2.0,70.0,2
7778,Kodichikkanahalli,450.0,1.0,18.0,1
7779,CV Raman Nagar,705.0,1.0,57.0,1
7780,other,750.0,6.0,75.0,4
7781,Tumkur Road,4800.0,5.0,150.0,5
7782,other,5000.0,5.0,600.0,4
7783,Gubbalala,5000.0,4.0,425.0,4
7784,Whitefield,1991.0,3.0,104.0,3
7785,Battarahalli,1779.0,3.0,90.0,3
7786,Whitefield,10200.0,4.0,1250.0,4
7787,Banaswadi,870.0,2.0,38.0,2
7788,Thanisandra,1595.0,3.0,120.0,3
7789,Kanakpura Road,525.0,1.0,26.0,1
7790,Ramamurthy Nagar,945.0,5.0,120.0,4
7791,other,2400.0,4.0,420.0,6
7792,Iblur Village,2000.0,4.0,138.0,3
7793,Yelahanka,1614.0,3.0,93.0,3
7794,Gottigere,1200.0,2.0,40.0,2
7795,Electronic City Phase II,1150.0,3.0,46.0,3
7796,Indira Nagar,3200.0,4.0,440.0,4
7797,Sonnenahalli,1610.0,3.0,80.48,3
7798,Whitefield,1190.0,2.0,41.0,2
7799,other,1050.0,2.0,50.0,2
7800,other,4800.0,5.0,420.0,4
7801,7th Phase JP Nagar,1460.0,2.0,97.0,3
7802,other,3400.0,3.0,400.0,3
7803,Naganathapura,600.0,1.0,33.0,1
7804,other,1569.0,3.0,70.0,3
7805,other,2600.0,3.0,147.0,3
7806,Electronics City Phase 1,645.0,1.0,42.5,1
7807,other,1200.0,3.0,180.0,4
7808,Nagarbhavi,800.0,3.0,95.0,3
7809,Mico Layout,800.0,2.0,80.0,2
7810,Marathahalli,1350.0,2.0,90.0,2
7811,BTM 2nd Stage,2780.0,4.0,325.0,3
7812,other,1410.0,2.0,45.12,3
7813,Whitefield,1109.0,2.0,35.47,2
7814,other,2000.0,3.0,1063.0,4
7815,other,800.0,1.0,72.0,1
7816,Bannerghatta Road,1215.0,2.0,68.0,2
7817,Basaveshwara Nagar,1230.0,6.0,250.0,8
7818,Prithvi Layout,2273.0,4.0,192.0,3
7819,Varthur Road,1255.0,2.0,52.76,2
7820,other,1020.0,2.0,49.0,2
7821,other,1225.0,2.0,82.0,3
7822,Singasandra,1120.0,2.0,60.0,2
7823,other,2400.0,5.0,625.0,5
7824,Kasavanhalli,1225.0,2.0,69.0,3
7825,Whitefield,5200.0,5.0,242.0,4
7826,Indira Nagar,4000.0,4.0,700.0,4
7827,Sarjapur  Road,1984.0,4.0,145.0,3
7828,Old Madras Road,2425.0,3.0,197.0,3
7829,ITPL,1200.0,3.0,56.12,3
7830,Bommasandra,1127.0,2.0,45.0,2
7831,Whitefield,1655.0,3.0,97.0,3
7832,Ananth Nagar,500.0,1.0,14.0,1
7833,Varthur,1200.0,3.0,68.38,3
7834,Kaggadasapura,1000.0,2.0,43.0,2
7835,CV Raman Nagar,1225.0,2.0,47.88,2
7836,Hormavu,1350.0,2.0,45.0,2
7837,Nagarbhavi,600.0,5.0,95.0,4
7838,Sahakara Nagar,1175.0,2.0,49.0,2
7839,other,655.0,1.0,27.0,1
7840,Hosa Road,1311.0,2.0,84.86,3
7841,Banashankari Stage VI,600.0,4.0,90.0,3
7842,CV Raman Nagar,1000.0,2.0,38.5,2
7843,other,1196.0,2.0,96.0,2
7844,Kanakpura Road,1050.0,2.0,59.0,3
7845,Somasundara Palya,1275.0,2.0,52.0,3
7846,other,927.0,2.0,50.0,2
7847,Varthur,1520.0,2.0,61.0,3
7848,other,2400.0,5.0,395.0,4
7849,Hebbal,1333.0,2.0,104.0,2
